labels,file_name,free_ener_reac,free_ener_barr,FEHA,FEPA,E_p(LA),E_p(LB),d,Mw,γ,λ,Φ,q_la(NPA),q_lb(NPA),q_la(ESP),q_lb(ESP),EF_la(NPA),EF_lb(NPA),EF_la(ESP),EF_lb(ESP),EP(NPA),EP(ESP)
52,4meborinane_dimethylaniline.log,6.7,11.44144995,-39.02227674,-189.2726436,0.15261,-0.31634,3.0745958388986674,257.228,85.69872779487179,120.2311713339254,78.09812617021917,1.35736,-0.52317,0.291064,-0.200568,0.09505016225590758,-0.03663537557274649,0.020381977092925593,-0.014044926138491537,-0.1879173100533995,-0.015448241325117327
35,4meborinane_metriazole.log,4.9,25.47194604,-46.47395799,-187.1127542,0.11135,-0.47118,2.587192332376161,219.139,64.86316732512068,108.55493402154018,90.07096172319267,1.2207,-0.26628,0.135545,-0.139366,0.07972530603137036,-0.017391049799322766,0.008852598186304657,-0.009102152044210667,-0.0830694085001171,-0.0048276298337016285
88,bicyclo_biphenylene.log,16.1,20.58364314,-42.63736185,-187.7139088,0.12385,-0.33148,3.948278798059858,315.26699999999994,49.701147775894896,100.3331599521135,37.65874109327106,1.14902,-0.52079,0.338,-0.215286,0.06807201317521781,-0.03085344357932994,0.02002431676839709,-0.012754304910654247,-0.14565008013812777,-0.01771140411146077
112,bicyclo_dibenzofuran.log,33.9,57.30803838,-42.79549437,-183.6507815,0.11946,-0.33748,5.564600636814201,331.266,6.876479171248676,120.52881708952206,120.17048783672712,1.12812,-0.55026,0.429735,-0.403075,0.070010923929607,-0.03414903645135761,0.026669276668164436,-0.025014761871898685,-0.15464237028000458,-0.04315109733115569
56,bicyclo_dimethylaniline.log,12.7,18.70989828,-37.54825575,-189.7137832,0.12039,-0.32266,3.0229223261304616,241.185,69.47361872026,124.5813371144577,60.6079642501687,1.19277,-0.52698,0.286314,-0.237729,0.07662271097399667,-0.03385282680573519,0.01839261120736511,-0.01527154477152951,-0.15931301020068345,-0.017251432014636785
39,bicyclo_metriazole.log,9.9,31.30465149,-39.09255786,-186.3503296,0.10527,-0.47346,2.5809146489725303,203.09599999999998,7.863510144137763,135.16627151091998,45.37472883493011,1.05936,-0.24022,0.087955,-0.270689,0.06606488292442024,-0.014980843316817916,0.005485138930691533,-0.016880982002273438,-0.06355010650771235,-0.005945586340337131
101,bicyclo_naphtoxanthene.log,24.0,32.81820561,-40.62242724,-193.3000028,0.11938,-0.34735,4.6438644983251836,405.348,36.24883954508866,74.40646042713941,22.932769002696304,1.20883,-0.54146,0.520098,-0.162134,0.04810667013573935,-0.021547974166505984,0.020697850751766386,-0.006452294247981902,-0.13057247675788589,-0.01682206530658954
95,bicyclo_xanthene.log,19.1,23.40241806,-38.60247255,-192.7929747,0.12463,-0.33084,4.255981482099752,373.347,20.74673022360838,56.65192939302213,11.756878268512471,1.23734,-0.53562,0.44255,-0.09484,0.0646212845404652,-0.027973275272410142,0.023112604032345895,-0.004953111210999174,-0.15145691442994785,-0.009591734685241054
41,borole_dimethylaniline.log,2.3,13.52101809,-48.67902813,-188.2510573,0.08453,-0.31818,3.011896173241203,183.061,57.95546283551027,132.42844933495797,126.97147656583437,0.82903,-0.51279,0.681215,-0.33491,0.05165443276607425,-0.03195044398648446,0.04244451276400284,-0.02086726183333043,-0.10611541308699945,-0.05694832995663406
30,ccl3_metriazole.log,-25.1,13.36163055,-86.32084299,-188.574225,0.00251,-0.49151,2.566410263588813,329.618,78.89572532145836,144.97817659761685,104.87099870930383,0.97045,-0.22286,0.564673,-0.282369,0.09548534768088598,-0.021927832020364007,0.055559789511060775,-0.027783092523369666,-0.06784019307438002,-0.05001448748704558
73,cf3_benzopiperidine.log,-9.2,27.17689071,-66.5486304,-163.0282929,0.09391,-0.42398,1.7278106932864492,309.06241897799987,0.536392358548786,47.19913159386148,47.19858651943649,0.45343,-0.53128,-0.084321,-0.138242,0.02784203795335355,-0.03262227449409539,-0.005177576433550326,-0.008488496594286883,-0.05969378308998711,0.002888491819440334
110,cf3_dibenzofuran.log,-11.5,34.49114727,-89.58703254,-184.5343156,0.00909,-0.33301,5.604062657961186,359.0784189779999,6.568596270396864,126.43856290220756,126.06702148817313,0.72414,-0.54613,0.141086,-0.378634,0.04514238871416184,-0.03404536795159113,0.008795204040829448,-0.02360378270555135,-0.09874146597456115,-0.013337810090057219
37,cf3_metriazole.log,-25.5,14.36752908,-87.97997943,-169.6824089,0.00842,-0.50602,2.536595242601586,230.90841897800001,89.65667050530612,152.95078246226643,89.72408031097548,0.65508,-0.1952,0.003836,-0.264506,0.05589544726222112,-0.01665566237037547,0.0003273110699424196,-0.02256927577325069,-0.0373521152825911,-0.00029638428600557064
69,cl_benzopiperidine.log,-6.5,16.73073174,-62.54448909,-188.7863234,-0.03203,-0.32871,2.990221904141731,241.95,73.83048703052317,116.96942899632487,61.67683491108512,0.59413,-0.55016,0.410743,-0.539049,0.038662206288854944,-0.03580091800090289,0.026728545264004755,-0.03507788470166624,-0.08338214618611345,-0.05648081974262955
86,cl_biphenylene.log,-2.3,19.49491329,-66.46517157,-187.6643355,-0.08174,-0.3318,3.981183515924504,275.967,40.31496913519453,99.80642448589865,30.777538327113735,0.57897,-0.54241,0.441616,-0.173952,0.033493538580770296,-0.03137853474548874,0.025547580244028974,-0.010063160480166769,-0.07553291310683195,-0.018476798057939094
108,cl_dibenzofuran.log,12.1,52.5025668,-28.5403497,-185.1630806,-0.04591,-0.33162,5.619016435031401,291.966,19.002195536258686,150.23302769445291,145.04236491552263,0.57551,-0.54522,0.442235,-0.42097,0.03532204589743261,-0.03346299085019932,0.02714226506481401,-0.02583712126886102,-0.077735812256582,-0.04612121574311667
46,cl_dimethylaniline.log,-4.1,18.08050575,-61.77641685,-185.4529903,-0.03174,-0.31633,3.0322916368492656,201.885,64.6225556590228,124.52312387145244,123.44906316407086,0.58505,-0.50434,0.393728,-0.286415,0.03888602181966257,-0.03352153874801918,0.026169584820121536,-0.019036902725371598,-0.07607056881865293,-0.029073165839861432
4,cl_indole.log,19.4,46.18730616,-66.24679809,-164.7401402,-0.03743,-0.3086,2.630933623640285,225.90699999999998,1.3742993424249619,179.48437109750017,1.3742854312425272,0.53552,-0.39006,0.378976,-0.148664,0.32412414701893333,-0.23608430084068785,0.22937569603497027,-0.08997907116899967,-0.16250807929955166,-0.04383140251549287
19,cl_metriazole.log,-3.7,30.34832625,-65.68203909,-178.3614997,-0.03909,-0.49088,2.5642234611948314,163.796,89.17932614660594,153.27808808583703,89.31844518394693,0.54523,-0.2252,0.264953,-0.35266,0.046718207684694306,-0.019296334337056215,0.022702582911216938,-0.030217785378802146,-0.03594192590933068,-0.027351318010131413
77,cl_naphthalene.log,20.4,41.38246209,-37.57774872,-163.4468421,0.06526,-0.46201,1.7025186973545985,251.945,3.061597798408633,15.572030663948205,15.566467560810787,0.57591,-0.56673,0.305433,-0.140371,0.06986590648772173,-0.06875224459340268,0.037053278144613414,-0.01702895792673853,-0.11368054884354033,-0.014933055907074314
98,cl_naphtoxanthene.log,0.2,28.31268381,-65.71153206,-191.5869005,-0.07823,-0.33254,4.716826455816347,366.048,23.64493937766451,109.87133077562905,153.06933058053247,0.57745,-0.53269,0.500231,-0.183402,0.026713055127469628,-0.024642440619710444,0.023140875018563094,-0.008484245798749995,-0.06615969844560357,-0.019732370293846148
6,cl_nmeimidazole.log,-6.3,29.12593677,-59.07435879,-189.3673976,-0.02848,-0.45552,2.573396103449292,162.808,88.33296220784602,150.59616468635147,88.5906881396206,0.55163,-0.47623,0.320239,-0.62755,0.04513798604326774,-0.03896826331668944,0.02620405618351072,-0.05135025858175349,-0.07514702252342775,-0.05748700795184157
63,cl_quinoline.log,-4.8,17.84330697,-63.96768177,-188.069707,-0.02638,-0.43149,2.8671232076508324,209.86399999999998,3.5753552988164756,72.42575928130424,107.61228724703801,0.61899,-0.4653,0.478251,-0.608695,0.386592994197856,-0.2906052120393906,0.298693817457663,-0.38016320554978905,-0.2276155134863167,-0.2300598299505616
93,cl_xanthene.log,-0.8,19.15480287,-65.6889417,-193.6790188,-0.03186,-0.33868,4.391867450252114,334.047,9.813311646167941,59.44423109408896,59.20468846008069,0.60303,-0.53068,0.455274,-0.413489,0.027042860553690186,-0.023798327178800906,0.020416747584234195,-0.018542900630955015,-0.06776859689961413,-0.039865174081997905
31,cn_metriazole.log,-20.4,21.14840214,-85.82887515,-168.8854712,0.01607,-0.50896,2.5459848754482026,144.932,87.56535128840497,153.11989311562928,87.81647490669299,0.5377,-0.19852,0.232357,-0.293119,0.04516714458048209,-0.016675807219857366,0.01951813690401168,-0.024622183842823754,-0.030937527524260957,-0.019739721932673742
36,cooh_metriazole.log,-19.0,21.13208688,-71.65969935,-176.558036,0.04635,-0.49578,2.5488634282136418,182.93,88.77865461645436,152.58499687589742,91.36600397004932,0.61722,-0.21332,0.132182,-0.292102,0.051636441049349245,-0.017846287554919123,0.011058306682844174,-0.024437166169918364,-0.038082874446706085,-0.011167732557758912
57,cyclo5_dimethylaniline.log,12.7,18.50721255,-34.0122369,-189.8016346,0.09514,-0.32342,3.022792711957768,187.093,61.33587521460409,133.04050685218206,57.747984899129754,0.99145,-0.53422,0.394953,-0.318284,0.07178205517260436,-0.03867810733199728,0.02859502550465037,-0.02304410676136689,-0.14251595774381626,-0.03382460705146523
85,cyclo_biphenylene.log,18.5,23.16961185,-38.66898861,-186.8956357,0.03806,-0.33288,3.8799552223068248,275.20199999999994,33.74120423385705,84.3670912621833,27.81628752953069,1.0298,-0.5634,0.476801,-0.229752,0.06078275156076528,-0.033254032073543556,0.028142626458462265,-0.0135608455395115,-0.14095596673016877,-0.026614002451455215
111,cyclo_dibenzofuran.log,35.5,58.86677322,-40.17124755,-185.9349179,0.05874,-0.37346,5.574281429657638,291.2009999999999,10.843459534974725,125.18277491228578,124.20222816078079,0.98155,-0.5474,0.498084,-0.397521,0.06572638321858434,-0.036654905174319255,0.03335261561718238,-0.026618733211181158,-0.13903715547997836,-0.05123613024104398
55,cyclo_dimethylaniline.log,11.2,16.10384925,-35.57787435,-188.608738,0.09945,-0.31392,3.017965040181546,201.12000000000003,64.91270515569433,124.11098794794523,57.33820123942039,1.04576,-0.52392,0.349642,-0.233803,0.07549537588038094,-0.037822767490867104,0.025241311786230253,-0.01687867710273935,-0.1472113062640783,-0.021964323826143335
32,cyclo_metriazole.log,11.9,32.81632308,-39.03168939,-186.2003547,0.09196,-0.47303,2.584998253754923,163.031,69.32153668134501,118.89481855450262,81.07005711414412,0.9296,-0.24756,0.178515,-0.280007,0.06709026186340271,-0.017866679460955222,0.012883625319003156,-0.020208415397575088,-0.06182416721648626,-0.013428431520776893
92,cyclo_xanthene.log,22.0,25.22658963,-34.38748788,-191.209767,0.05966,-1.02391,4.194080900121145,333.28199999999987,7.765787548496007,67.39384553446084,6.184560699082522,1.05068,-0.53641,0.494561,-0.055347,0.0695580006301196,-0.03551186576122364,0.03274134308222539,-0.003664128622297207,-0.1450125679722779,-0.007042912029780574
44,ethy_dimethylaniline.log,-0.7,16.92588735,-52.81494654,-191.1727439,0.0758,-0.31244,3.0395196140201164,181.04500000000002,58.32068446577048,132.48826040253005,126.34865198410974,0.62038,-0.5008,0.661661,-0.322908,0.04125984878255687,-0.03330689620926606,0.04400533996149998,-0.021475765257870774,-0.08012296834780416,-0.05509970370268808
18,ethy_metriazole.log,-1.6,30.27804513,-56.54486598,-184.34167,0.07039,-0.48209,2.5767078941482677,142.95600000000002,89.29799108986323,153.87819171167718,89.3473107668194,0.60339,-0.22762,0.484522,-0.340926,0.05125648667122675,-0.019335755475073556,0.04115894435591595,-0.028960819660376624,-0.04002984333832751,-0.04814475570729041
70,f_benzopiperidine.log,13.6,20.90555577,-42.69634779,-169.9635334,0.04169,-0.32888,3.0184256932561717,209.04680632600002,51.981850185290256,140.53839679309095,52.80620930955505,1.26954,-0.55179,0.886538,-0.652219,0.08310430191232998,-0.03612026620051717,0.058032926578723956,-0.042694365430752834,-0.17922920272455514,-0.14793786959124605
87,f_biphenylene.log,11.2,23.63773431,-45.45613677,-191.1633313,0.0394,-0.32616,3.9966189891764765,243.06380632600002,33.84837293235597,120.06054868400108,34.13386346503284,1.27045,-0.5101,0.882448,-0.335558,0.07451959331925195,-0.029920456965760494,0.05176092414922842,-0.019682510681271633,-0.1569529021186632,-0.07171552295449896
23,f_clmetriazole.log,12.1,35.48826066,-49.56318972,-174.1942058,0.03293,-0.49797,2.5527207410801913,165.33480632599998,89.45421441209956,154.31060985853725,90.45618490933443,1.25189,-0.22167,0.753455,-0.302275,0.10741882735373226,-0.019020466222672783,0.06465045056978355,-0.025936804382453268,-0.08128870594616647,-0.06671395189269738
25,f_cnmetriazole.log,11.2,35.43554982,-56.06607585,-167.5325597,0.02449,-0.50987,2.561618946862511,155.902806326,88.86615980519835,154.3792149643047,91.01402466705237,1.25473,-0.22609,0.778651,-0.290133,0.1078498411122981,-0.019433480172690126,0.06692865128906779,-0.02493827194012607,-0.08316991346308769,-0.0662330246332339
105,f_dibenzofuran.log,29.7,59.06757642,-46.74629733,-186.9376789,0.03264,-0.33083,5.584725893830869,259.06280632600004,18.387406438627387,151.5909858324051,146.49413438926044,1.27019,-0.54533,0.892726,-0.393123,0.07778502876361948,-0.03339540520368182,0.05466955147500056,-0.02407441710503183,-0.17141220553768674,-0.08684809575643447
48,f_dimethylaniline.log,8.9,21.97232277,-42.78796425,-187.2062532,0.04341,-0.31649,3.038985659104202,168.98180632600003,48.588369664478535,140.39565890472807,132.86821999055132,1.26486,-0.50873,0.847438,-0.371556,0.08417672523167852,-0.03385609903634538,0.056397194691019704,-0.024727137643835318,-0.16599866344993638,-0.08122823131610726
21,f_dimetriazole.log,10.6,35.72483193,-45.37769802,-180.8702847,0.03942,-0.48521,2.545480371625953,144.91980632599999,89.4932684718889,154.04709381940194,90.4763496302152,1.24819,-0.23267,0.771088,-0.297686,0.11150702687682629,-0.020785569459322036,0.0688851299404724,-0.026593772424754976,-0.08680242484151908,-0.06860774161595472
27,f_fmetriazole.log,12.5,35.97897348,-49.35297387,-173.3018866,0.03218,-0.49914,2.56737598806661,148.883209489,89.33125057074842,153.9140938079493,90.60418789179106,1.24525,-0.21989,0.806454,-0.270777,0.10696553911774512,-0.018888297447581588,0.0692734686879438,-0.023259432070416117,-0.0802519689923379,-0.06400074650528459
81,f_indenoPy.log,8.8,22.84958175,-42.84381264,-193.6564285,0.05711,-0.43681,2.872288396007267,215.009806326,70.22081336959099,16.43795490120274,13.536606224595268,1.31018,-0.47559,0.963244,-0.551817,0.08843848520996177,-0.032102809675774106,0.06501995164602148,-0.037248209859031184,-0.1618895607825364,-0.1380977342202754
29,f_metriazolamine.log,10.3,37.31431476,-44.91271311,-182.0261581,0.0394,-0.48135,2.564711204668471,145.907806326,87.78132881213753,151.16261833557627,91.6792442392146,1.23123,-0.21755,0.749899,-0.283768,0.11148788454559447,-0.019699153921602035,0.06790335935028934,-0.025695194254310123,-0.08060138779306272,-0.06403397126028404
20,f_metriazole.log,10.0,35.79636807,-46.67601621,-177.2332368,0.03772,-0.49068,2.562845782996121,130.89280632600003,89.19309055666876,153.63743552176948,89.27524061671838,1.24851,-0.23588,0.746108,-0.315576,0.10825419618393407,-0.020452379072547572,0.06469257098974192,-0.0273625571400639,-0.08671804960987615,-0.06933172742612645
7,f_nmeimidazole.log,10.4,34.0286724,-39.791604,-189.1283163,0.04863,-0.45481,2.5751133755349493,129.90480632599997,88.29165901876979,150.61456165687832,88.52096912070412,1.24252,-0.48535,0.791373,-0.601444,0.10212777668677298,-0.03989289219885818,0.06504616828698258,-0.0494351306390235,-0.17289350023233477,-0.13645726748246922
1,f_pyrazole.log,-2.2,28.98725706,-55.68768732,-177.0424737,0.01829,-0.50637,2.439278269346694,129.90480632600003,59.78091700342853,167.02103162797866,60.63127267283394,1.34744,-0.28154,0.866011,-0.550157,0.01645723572222215,-0.0034386467265588258,0.01057720356011201,-0.006719455733264985,-0.04192501908302476,-0.05265429212963366
61,f_quinoline.log,8.0,23.22169518,-44.75081553,-190.0595412,0.04555,-0.42649,2.9693256015703295,176.960806326,39.420725090063485,112.87105070512474,106.64256124694255,1.27403,-0.46096,0.938765,-0.63569,0.8020658094373212,-0.2901974486615131,0.5909996700206642,-0.4001987507368042,-0.46597012135187443,-0.4734972309210531
49,f_tetramethylbenzopiperidine.log,7.6,20.73863811,-42.71642811,-194.2977437,0.04032,-0.29862,2.9965176442005137,265.15480632599997,89.74209440118076,126.96340849693468,89.76031681359602,1.28466,-0.6395,0.882385,-1.019226,0.08733415522648796,-0.04347468767404532,0.05998657120134867,-0.06928933857586632,-0.21420357341749266,-0.2344912120683457
68,h_benzopiperidine.log,-2.6,9.26022519,-49.30151805,-192.7565791,0.06005,-0.32167,2.9910197869450816,173.06600000000003,51.631961782521614,139.68189415931747,51.682441030175966,0.42384,-0.54471,0.526196,-0.580934,0.027481373856940564,-0.035318467236726346,0.03411803746231289,-0.03766719620660605,-0.058787574066918376,-0.07783816462336915
82,h_biphenylene.log,4.2,13.34657031,-53.00633709,-188.2830604,0.0544,-0.40019,3.9121799130956383,207.08300000000003,30.115002990035407,131.30353115191562,42.57364835120368,0.44587,-0.54931,0.498485,-0.343538,0.02621905366448639,-0.03230176591481602,0.029313039598855044,-0.02020149652990855,-0.05939229913808254,-0.04152706689912498
104,h_dibenzofuran.log,21.1,50.67965025,-54.13773762,-186.6201589,0.03131,-0.33078,5.5702926191267546,223.08200000000005,19.678112479088302,151.74750654044638,145.99179877679467,0.45381,-0.54638,0.514849,-0.418273,0.027862954784058282,-0.033546553039628405,0.031610617676158796,-0.025681059664600627,-0.06143917985371826,-0.05336005383902545
42,h_dimethylaniline.log,-0.3,10.00821711,-48.9155994,-188.6790192,0.05974,-0.31053,3.0328821090471023,133.00100000000003,45.79095868784191,143.7473649652721,45.37609157426219,0.40638,-0.5001,0.44172,-0.319824,0.026932302668379645,-0.03314347301652803,0.029274414918737772,-0.021195917044667185,-0.05231903930652167,-0.03636877678437975
10,h_dimethylimidazole.log,-4.0,24.17174532,-43.50081561,-196.1407406,0.0598,-0.43835,2.5941318634926795,107.95099999999998,84.7148767163114,150.65846575548693,85.40168082066481,0.39392,-0.49719,0.365323,-0.710662,0.033407275476918664,-0.04216532111689986,0.030982042290450748,-0.06026929631645506,-0.057035720202343515,-0.07560606279990402
12,h_fnmeimidazole.log,4.1,27.37392885,-48.69095082,-183.6639592,0.05388,-0.46498,2.6004820807275335,111.91440316299997,84.18206851416399,150.81629470387395,84.92712801798737,0.40085,-0.51882,0.389959,-0.673631,0.03420374360422359,-0.044269892121100864,0.033274435953996324,-0.057479610846592845,-0.060749747118748434,-0.07673383255340412
